class,Preprocessed
1,bonnoxxx nah bitch u addict spazzin fasho fuc molli tht shit happend time lean scarc stfu hoe as go spazz sum thot
1,bonnoxxx sinc day u rememb tha bitch alabama lmfaoo big
1,bonnoxxx u kno im talkin bout bitch lmfao
0,bonnoxxx haha bitch ima draw webb bullet round yo fuggin forehead beamthat bitch know resid
0,bonnoxxx nah said fag
1,bonnoxxx u smokin bitch
1,bonnoxxx yea cuh bitch fuc donald sterl cuhz pimpin tho
1,bossliyah dm number hoe
1,bosx work bitch
2,boxingscen rpopbox bronzebomb box charli z realli need mental help check http co ckb wczu
1,boxingscen danni deep deep water mani badass son bitch
1,boxingscen nobodi ever gon na take as clown seriou lil bitch
1,bradley eckman say shit like lil nig give stamp
2,brandondgk board still tie dye one monkey edit black silver newest one
1,brandon even aint bitch im talkin bout aint jungl fever lol
1,brandynasti bitch nigga dont get hurt
1,brendacoyt aye aye snow niqqa amp amp bitch slide crib
1,brendacoyt got bitch snowboard
1,brendacoyt ahah chill bitch look better
1,bri shackelford bellaangeletti sorri dyslexia bitch
2,brianabrazilian oh phone trash knew
1,brianholm bitch
1,brianholm god send retard hell
1,brianholm pussi
1,brianholm drunk bitch
2,brianstelt took uber yesterday advertis lt ny taxi actual yellow taxi price uber
1,brier alex bout time bitch
1,britneyspear matter im proud ur littl as im n old southern bitch hang n babi
2,brittbritt naay wexican
1,brittneycordova blame hoe innoc
2,britti jurgen music suggest lil spook
1,broneadam yo bitch stay lookin like clown
1,brookbristow bigassmoustach peopl got ta bitch someth
1,brookeschad piperleigh ca uhhh deee bayle yall stfu pussi shit
1,brotherbil thirsti hoe
0,brrrrangadang nigga know damn well coon
1,bsail dyke ron
1,buffprobzzz dude took run like bitch
1,burk donthebear nig ok big time shit talker twitter name face info
2,butterfliesblu heard green tea make lose weight imma coon explain watermelon
1,bygbootiejulii facetim dom bitch as
2,c ntact kevini bumcia trash smfh would thought would gone khan said make sen
2,c drew guess player talk trash
1,c mccann fuck ye tripl xp nigguh
1,caitnicol sure broke nig
2,cakedjak lay rock around lake welcom join redneck workout muscl
1,calissstaaa caus damn border bunni forget alreadi
1,calumlov might havti give visit cunt go famili im done
1,cambreezi andrewwayn thereal emandm retard cousin lmao
0,cambreezi thelittlefella spell faggot e cool lol
1,cameron ast lanahudsonnn ijrojo bitch shut fuck follow u say nigga
1,cameron ast lanahudsonnn u fuck still talk bitch wan na see give fuck ugli as girlfriend son
1,cameron ast lanahudsonnn bitch fuck u wan na nigga stfu talk someth
2,caraabastow cute fuzzi one heheh
2,caritoguey charcoal pre own sole wear scuff size cherri d size
2,carlybaejepsen trash
1,carlybutl text yea queer bait
2,carolinebakkk bumblebe
2,carpedehop stand btw yellow line
1,carterboy leak italian montana tyg chill dad get bitch school griff
1,ca uhhh deee pussi
1,catleesh small pussi size plug
2,caycifish monkey poor bottl
0,caykelli madisonearhart u guy fag
1,caylanashle caus everyon love yo bitch as rite yea sure
1,caylinwilli fuck yanke
1,cb mari u ju clutch as spot bitch turn
1,cb mari bitch yes omg ju saw one em yesterday disbelief rode like oh court bro lost
1,cbfollowheidi black girl funni talk liter pathet dick ride die hard fan rofl disgust retard
1,cbfollowheidi bye ugli hoe plea someth nasti hors hair weav
1,ccass liveitupjersey real seriou ct bunch whiney cunt
1,cdnrod bitch caus polic show forc thing prevent get turn road kill shutdown
2,cgoodwoman stevenadamswv crystal probabl person world interest poor black hillbilli jamaica poor white hillbilli wv idea
1,chandraingram sound like bout smack hoe
1,chanel playa toddi soplay nigga proud bitch go get weed car
1,chanelisabeth emmasayshai icanhashtaghoweveriw bitch
1,chanelisabeth drive illeg retard
1,chanelisabeth subtweet sister hoe
1,chanelisabeth cuz ur bird bitch
1,chanelisabeth fuck yo bitch as
0,chanelisabeth nigger music
1,chanelisabeth well first class bitch go bitch life bitch
1,charlieecai ok stupid bitch
2,charlieros jdickerson racist norahodonnel texa trash gwbush came wh numb rememb republican stole elect
2,charlieros jdickerson racist norahodonnel tx trash comparison betwn pre obama n gwbush rt poll show support
2,charliesheen charli plea stop ole fart anoth
2,charliesheen charli im old ladi ever say ugli thing ur child mom get ju dont big hug
2,charloosss keepitplur nicoleariel chug tall homegirl approv lol
1,charmari hoe good
1,chase wickett langkeaton bitch im waitin chicken nugget
2,cheetahxcheek lol trash would kept cute
1,chelsiielynn tri bit bottom lip like snack bitch
0,chemicalkidss bitch look like fuck white trash trailer park queen lookin man bear pig http co fqyxljyiet
1,chesteredit nacbil bad former psyqo nigger like anim
1,chloeforsal wigg love bitch
2,chri x nevadapr camel ostrich zebra see race vccamelrac
1,chri hardardt pussi
2,chrisbickert want love gook awesom get
1,chrisbrown cmpunk amus mean make cri like bitch yeah agre
1,chriscurti agre fat bitch girl left gettin pas around
1,chriscurti tryna b low one day bitch gon na realiz nigga talk l
1,chrisrmz dude bitch nigga took run
2,christianvansli haha shock barca got yellow card time
2,chucktodd meetthepress walk amp littl bird pitch doorstep sing sweet song melodi pure amp true say
1,chvrlesgoldi like hov said ghetto b lol
1,cj menaa nigga duggi dem dead hoe lol
1,clair ming get orang hoe
2,clangloisss hmu negro
2,claraoswin cute love yellow raincoat contrast amp hair look cute p love face icon
1,classi girl bruh u pussi talk
2,cleggzta ho ho ho
1,clfrew bitch
1,clfrew ill slap hoe
0,clinchmtn sixonesixband america today rule thumb doubt blame whitey
1,clui peep bitch
2,cnnbrk let guess yellow cake crap differ presid
1,col ach bitch everyth
1,codi law bitch
0,coffincreepxx throw faggot word smh smh smh
1,colinkan ur tool post vid dude pace especi u pussi film face
1,collegefess bitch
1,collinaudr see ya as never need go tryna go ape shit
2,contrarian youtub yeah great song watch msg concert yanke stadium gig
1,cooliedaggera capotoheaven wld u wan na faggot dude faggot like
1,coolstorysam morgannnde thought fuck birth defect made nip heart shape lmao
1,cooney mane nflcommish right rule nfl strike polici drug josh gordon retard
1,corey emanuel bet trash as self petti
1,corey emanuel bet pay back bitch
1,corrinybug yasss bitch yasss wonder penni pas
1,coryw tire bitch
0,coughlan your racist white peopl whigger anti racist codeword anti white anti zionist codeword antisemit
1,covrtneyyy bitch lol cute tho wassup gimmi yo numba imma natur lmfaoo
2,craigcalcaterra he behind plate game tonight az im look buy red amp yellow balkamania shirt tear
1,crazi mike hold fuck bitch
1,creepgoddess ipostdickprint hell pussi print page
1,creepgoddess oh still talk bitch bet none biz tho
1,creoleblood highclasscapri verkannt like u bitch wantttt dmx voic
1,cristiannt bitch back shit fuck nigga
1,cristiannt bitch gon na shut shit feel free join
1,cristiannt nigga beat as bitch never even fought u need stop make shit bring yo as
1,cristiannt wow like fight peopl high school bitch unfollow fuck nigga
1,crocodil craig bitch u come school
1,crushwb sup nigga cracker home boy ya know blah forget hey ya
2,cryancarfield ever heard stori bird bee
1,crystalkethri bad bitch w dread alert
1,ctrembz sure follow fabul bitch face
1,cubvn girl want hold hoe act like show boyfriend
2,cullenbunn mayb bayle ann tater pud nurs fester charli chainsaw amp mama rot team next time punishermax
2,cumkwat thank base pee slit
1,cup ah noodl ya pussi let go wheelin
1,cuteasstab niggah shit seriou aint one laugh
1,cuunthiaaa fvnxi fuck right pussi guy
2,cxslug never game ob angri bird took long cc scare lol
2,b idk trash though
2,dabbba pinchehonkey far tell coon track cab door window tractor park tree away home
1,dablueprint fuck dont let nobodi hit pussi either know firm
2,daggerbyt michaelsmartguy spacej pizzahut given ricketi slant roof say like pizza shanti
1,daijahshardae yes bitch cut color curl ha self
2,daishialopez could say thing woman two function chest tabl hold peanut butter cracker
1,daisymcgarr knee let wander around much make trip look fat girl redneck porn wal mart
1,dalmesquita bitch
1,damnit mannn rojustdgaf twitter shit plu your femal let dumb sloppi bodi ignor bitch speak k peopl
1,dan ellep retard fuck gener insult hope fall aw csgo scene grow idk
1,dan ellep go full retard right smh
1,dani crocker also need cunt act like someth special unprovok
1,daniellesayswha hoe
2,danifreshh weird local ghetto school haha
1,danikawillow pussi also beer free pizza swear
1,dannycatstev fuck retard
1,danram buflo dolla ur fag
2,danram pussi scienc donair via rachel spell error
1,dantoomey forgot someon niglet
0,dantoomey fuck faggot
1,dantoomey fat irish fuck cunt honestli hope choke death pool jameson induc vomit
1,danusaur goldenarmada love hoe
1,dappermuk stick fam disrespect pouch nigguh awe ili http co tuq uad bk
2,darealwalt jr see jig
2,darrenburton take trash separ recycl
0,darthdanaa ye retard
2,datachick human realli need get past whole slow stare scene accid ape mental
1,datexehmm bad bitch intimid word
1,davegetnmoney phone doin da pussi right lol
1,daveyi jayi lmao mark guy left get pussi
1,davidam ye could leav fag
1,davidli hahahaha aw nut tri captur cunt
0,davidli mani fuckin fag even get shouldnt allow wallet whilst influenc haha
1,davidlyon shannonmacleod want pussi nd dini mean cat
1,daydaaaaaa hay pussi cat
1,dbro pussi fight
2,dchestnut shake head love trash talk
1,deiukesionai like emili littl twat
1,deadgrl fuckin call venu cancel lost ticket reprint new one dumb bitch
1,deadlygilinski drug buddi pussi money bitch weed
0,delaney guinan faggot need grow
1,delaney guinan grow pair pussi
1,delaney guinan ol rachet as bitch
0,delaney guinan good job text back faggot
1,delaylay messi rap part problem caus bad bitch
1,demimariemorin well im sure im fulli retard imustbestupid
1,denis nigga true dat nig
0,deno kaitlyninst ne read coon
0,densonkeith peopl follow follow truth still nigger outlook mind amp
1,denythepropheci weak bitch listen cruel hand singer fell face last night
1,denythepropheci shit joel went swore kid kid fuck snitch nigga pussi rat amp got
0,denythepropheci thank ignor text fag
1,denythepropheci dragon retard
1,denythepropheci realiz trash
1,dequaan khid zay fucc extra shit see hoe weekend
1,derek gatewood got kenwood amp probabl ghetto right
2,derek gatewood ghetto fool
1,derek gatewood got toolbox hoe
2,desamador got ta like n twin chug everyon
1,dexfrost bad bitch dex okay
1,dfa hellyeahcalum instyl david block bitch
2,dgardner yonifreedhoff sound like hysteria bird flu year back lower mortal rate regular flu
1,dickburritoz everi bitch claim
1,dina flyoutchas bitch give fuck say fuckin lie hairi bitch
1,dinneni goddamn bird tri say yoburg better guy
1,discordianslip alright amateur greas monkey show done wait sound racist
2,discordianslip hope fuzzi head doesnt tickl much
1,discordianslip say one disparag word charli brown xma special slash tire car
2,dish wonder yo espect add mo color tv station befo renew di
1,dish answer ok guess color know da channel
0,dish answer got da bet da msnbc wit dat color reverend listen color el miss
1,djceeloss awwww pussi ill show u good turbo lol
1,djceeloss handl lol shit hp bitch stick soo know good doubl shift aha
1,djfed bitch meet lol
1,djfed make nigga e r bad charger phone rip text ipod ghetto
1,djfed lmao yeah bitch lil shit rip
0,djfed suck dick taco el negro better
1,djfed yeah bitch tast good fucker
1,dlime fuck bitch
1,dmei snag ho
2,dminion kinda screw guinea pig experi tast instead got interest result
1,doctorhawrs slut bucket especi dan hoe
2,dolphrudag nope never taken neighbor actual stuff wifi acct info trash can super easi
2,dolphrudag one current yanke sell one current bosox sell one player l team sell team yeah
0,dolphrudag kid one queer
1,dom framp thought bitch
1,dominiloka bitch fall noth bet take lick
1,dominiloka hoe show uninvit one day as come outsid tho
1,almost mad nigguh catch stack lunch close one
1,da bitch rockin da club wit boy connor
1,nigguh suck
1,donnyoraha pussi
1,dpalmyx wordtothewis stop retweet heather im tire see bitch tl
1,dpalmyx michelleb xo bitch go sleep
0,drboycewatkin coon monkey like disgust minstrel show negro cri shit time disgrac everywher
1,dre snipe thereal hop lmao bitch truth
2,dreadywhiteboy jwanurebay kid sold brought back cook browni
0,drew mailgal hire color folk work half da day throw da mail da sewer done
1,dropdeadfr money get good weed alway best pussi sorri friend guess
1,drrrruuuu thechrisc pussi
1,drunksixthgrad tbhstop bitch
1,dtholcomb hv load cushion sole would feel good ur dick
1,duhhvenuhh love bitch
1,dustincart bitch dea as sleep
2,dustincmc kevinkillsthng ghetto black
2,dxum jordan trash
2,egotheicon everytim pro team gb tourney get schmang im fanboy im say think u say trash
2,egotheicon trash snd star would scrape ur team snd pro team
2,eharmonie first second third mistak hear wu trash tho kinda wan give listen kinda dont
1,eanah girl want shit grow hoe bout month
2,eanah nip
1,ebgbz russelltpot bitch see attack muslim idea math
2,ebomb cool beaner
2,ebomb cool beaner got home readi keep couch float away lol
1,eburnn bitch actin like celebr
1,eburnn oh wow bitch bitch niggasupr
2,edougla know feel wait perfect week would yank get lee gosox gopat
2,edougla quick game sox yank hope get home soon
2,edougla sorri bout yank earl uya like w
2,edougla would yanke earl know win
1,edward cait busi rage bitch care best friend go hell punch
2,edward cait ghetto drive nice car pay lot rent drive lexu pay littl rent say
2,efethegoddess shirt trash leav room mess
1,efethegoddess wuw wun uv ur hoe dnt send mi pic
0,ehasselbeck bi polit teach pretend son b pussi son would lace jock strap
0,el prietito lovexlilyy jigaboo aka homewreck need get block
2,elchavaloko buckm se yeah sorri monkey team keep kick ppl wait muh pizza
2,elchavaloko toma eso negro panama
2,elchavaloko pinch panamono negro dan asco
1,elchavaloko differ three nig nog
0,elchavaloko care tbh one shitti dirti argentino amp feather fist nigger
1,elementjetson thank mint happi mothafuggin birthday hoe
2,elis palmer im assum mickey bubbl
2,elis palmer sound like gypo use time live
2,elis palmer your cheat mickey bubbl
1,elles rhyme ghetto
2,elliottgianari gook
2,emilyst wasp egg
1,emmyhighr ller cyberobama sound like real cunt
2,emmysett dayum saterlyt shoz un bayg ho ul
1,englandlauren iain harrison oliviabonc sprite hoe
2,ennuitim clever monkey
1,ennuitim mostli move ya dumb bitch haha
2,eonlin kimkardashian kanyewest mr mr trash
1,eonlin look like real dyke
